,Manufacturer,Screen_Size,RAM,GPU,Operating_System,Operating_System_Version,Weight,Storage_Capacity,Storage_Type,CPU_brand,CPU_freq,CPU_cores,CPU_model,Screen_Resolution,Screen_Model,GPU_brand
342,HP,15.6,8,Nvidia GeForce 930MX ,Windows,10,2.1,1024,HDD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Nvidia
343,Lenovo,13.9,16,Intel UHD Graphics 620,Windows,10,1.4,512,SSD,Intel,1.8,4,Core i7 8550U,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Intel
344,Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.2,256,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,Intel
345,Lenovo,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.4,2304,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
346,HP,14.0,2,Intel HD Graphics 400,Windows,10,1.44,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
347,Dell,15.6,16,Intel UHD Graphics 620,Windows,10,1.88,768,SSD,Intel,1.9,4,Core i7 8650U,1920x1080,Full HD,Intel
348,Asus,11.6,4,Intel HD Graphics 500,Windows,10,1.5,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Touchscreen,Intel
349,Dell,15.6,8,AMD Radeon 530,Windows,10,1.9,1024,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
350,Dell,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.06,512,SSD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD / Touchscreen,Nvidia
351,HP,15.6,8,Intel HD Graphics 620,Windows,10,1.84,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
352,MSI,17.3,8,Nvidia GeForce GTX 1060,Windows,10,2.7,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
353,HP,15.6,8,Nvidia Quadro M1200,Windows,10,2.6,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
354,Toshiba,15.6,16,Nvidia GeForce 930M,Windows,10,2.4,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,IPS Panel Full HD,Nvidia
355,Dell,15.6,8,AMD Radeon 530,Windows,10,2.02,2176,SSD + HDD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,AMD
356,Lenovo,15.6,4,Intel HD Graphics 500,No OS,No OS,2.2,1024,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
357,Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.65,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
358,Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.36,2048,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Touchscreen,Intel
359,Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,Intel
360,HP,15.6,4,Intel HD Graphics 520,Windows,10,1.86,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
361,Asus,14.0,8,Intel HD Graphics 620,Windows,10,2.0,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
362,Lenovo,17.3,6,Nvidia GeForce GTX 940MX,Windows,10,2.8,1152,SSD + HDD,Intel,2.5,2,Core i5 7200U,1600x900,Unknown,Nvidia
363,HP,15.6,8,Intel HD Graphics 620,Windows,10,1.86,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
364,Lenovo,15.6,8,Nvidia GeForce 920MX ,No OS,No OS,2.2,256,SSD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Nvidia
365,HP,15.6,8,Intel HD Graphics 405,Windows,10,2.04,2048,HDD,Intel,1.6,4,Pentium Quad Core N3710,1366x768,Unknown,Intel
366,Dell,17.3,8,AMD Radeon 530,Windows,10,2.8,1152,SSD + HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
367,Lenovo,15.6,8,Nvidia GeForce GTX 1050,No OS,No OS,2.4,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
368,Dell,15.6,8,AMD Radeon R7 M445,Windows,10,2.33,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
369,HP,14.0,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
370,Asus,15.6,12,Nvidia GeForce GT 940MX,Windows,10,2.26,2560,SSD + HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Nvidia
371,Acer,15.6,4,AMD Radeon R5,Windows,10,2.1,128,SSD,AMD,3.0,2,A9 Series 9420,1366x768,Unknown,AMD
372,Asus,17.3,16,AMD Radeon RX 580,Windows,10,3.25,1280,SSD + HDD,AMD,3.0,8,Ryzen 1700,1920x1080,IPS Panel Full HD,AMD
373,Lenovo,17.3,4,AMD Radeon R5,Windows,10,2.6,128,SSD,AMD,2.2,4,A8 Series 7410,1600x900,Unknown,AMD
374,Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.62,256,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD / Touchscreen,Intel
375,HP,15.6,4,AMD Radeon R5,Windows,10,1.91,256,SSD,AMD,3.0,2,A9 Series 9420,1920x1080,Full HD,AMD
376,Lenovo,11.6,4,Intel HD Graphics 500,Windows,10,1.59,128,SSD,Intel,1.1,4,Celeron Quad Core N3450,1366x768,IPS Panel,Intel
377,Dell,15.6,4,Intel HD Graphics 400,Windows,10,1.8,500,HDD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
378,Asus,14.0,4,Intel HD Graphics 500,Windows,10,1.5,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
379,Acer,15.6,8,Nvidia GeForce GTX 1050,Linux,Unkonwn,2.4,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
380,HP,17.3,8,Nvidia GeForce GTX 1050,Windows,10,3.35,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
381,Lenovo,15.6,4,Intel HD Graphics 520,No OS,No OS,1.85,128,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
382,Asus,15.6,8,Nvidia GeForce GTX 1060,Windows,10,2.3,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
383,Lenovo,14.0,8,Nvidia GeForce 940MX,Windows,10,1.5,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Nvidia
384,Asus,13.3,16,Intel HD Graphics 620,Windows,10,1.1,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
385,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.13,512,SSD,Intel,2.7,2,Core i7 7500U,2560x1440,IPS Panel,Intel
386,Lenovo,13.3,4,Intel HD Graphics 620,Windows,10,1.5,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Intel
387,Dell,15.6,8,AMD FirePro W5130M,Windows,10,2.23,500,HDD,Intel,2.6,4,Core i5 6440HQ,1920x1080,Full HD,AMD
388,Dell,15.6,8,Nvidia Quadro M1200,Windows,10,2.0,256,SSD,Intel,2.7,4,Core i7 6820HQ,1920x1080,IPS Panel Full HD,Nvidia
389,Lenovo,14.0,16,Intel HD Graphics 620,Windows,10,1.42,512,SSD,Intel,2.7,2,Core i7 7500U,2560x1440,Touchscreen,Intel
390,Asus,17.3,8,Nvidia GeForce GTX 1050,Windows,10,3.0,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
391,Asus,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,10,3.0,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
392,Acer,15.6,12,Nvidia GeForce MX130,Windows,10,2.2,1024,HDD,Intel,1.6,4,Core i5 8250U,1366x768,IPS Panel,Nvidia
393,MSI,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
394,Dell,15.6,8,AMD Radeon R7 M445,Linux,Unkonwn,2.33,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
395,HP,15.6,4,AMD Radeon 520,Windows,10,1.91,256,SSD,AMD,3.0,2,A9 Series 9420,1920x1080,Full HD,AMD
396,Lenovo,15.6,8,AMD Radeon RX 550,Windows,10,2.1,256,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,IPS Panel Full HD,AMD
397,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.9,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
398,Dell,15.6,8,Nvidia Quadro M1200,Windows,10,1.78,256,SSD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD / Touchscreen,Nvidia
399,Lenovo,14.0,16,Intel HD Graphics 620,Windows,10,1.13,1024,SSD,Intel,2.7,2,Core i7 7500U,2560x1440,IPS Panel,Intel
400,Lenovo,15.6,4,Intel HD Graphics 500,Windows,10,2.2,1024,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
401,Asus,17.3,16,Nvidia GeForce GTX 1050,Windows,10,2.9,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
402,Lenovo,15.6,8,AMD Radeon RX 550,Windows,10,2.1,1280,SSD + HDD,Intel,1.6,4,Core i5 8250U,1920x1080,IPS Panel Full HD,AMD
403,Acer,15.6,8,Nvidia GeForce GTX 1050,Linux,Unkonwn,2.5,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
404,MSI,17.3,16,Nvidia GeForce GTX 1070,Windows,10,2.8,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
405,Asus,14.0,8,Intel HD Graphics 620,Windows,10,1.1,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
406,Toshiba,13.3,16,Intel HD Graphics 520,Windows,10,1.2,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,Intel
407,Dell,14.0,8,Intel HD Graphics,Windows,10,1.36,512,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
408,Lenovo,15.6,4,Intel HD Graphics 520,Windows,10,2.2,500,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
409,Lenovo,11.6,2,Intel HD Graphics 500,Windows,10,1.15,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
410,Lenovo,15.6,8,Nvidia Quadro M1200,Windows,10,2.67,512,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
411,Lenovo,14.0,8,Nvidia GeForce GT 940MX,Windows,10,1.7,512,SSD,Intel,2.8,4,Core i7 7700HQ,2560x1440,IPS Panel Full HD,Nvidia
412,HP,15.6,4,AMD Radeon 520,Windows,10,2.1,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,AMD
413,Acer,13.3,8,Intel HD Graphics 520,Windows,10,1.6,256,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
414,Asus,13.3,8,Intel HD Graphics 620,Windows,10,1.27,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
415,Dell,15.6,4,AMD Radeon R5 M430,Linux,Unkonwn,2.3,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
416,Dell,13.3,4,Intel HD Graphics 520,Windows,10,1.65,128,SSD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
417,HP,14.0,8,Intel HD Graphics 520,Windows,10,1.43,256,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,Intel
418,Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.14,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
419,Lenovo,14.0,8,AMD Radeon RX 550,Windows,10,1.75,256,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,IPS Panel Full HD,AMD
420,Lenovo,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.0,512,SSD,Intel,2.8,4,Core i7 7700HQ,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Nvidia
421,Chuwi,12.3,6,Intel HD Graphics 500,Windows,10,1.4,64,Flash Storage,Intel,1.1,4,Celeron Quad Core N3450,2736x1824,IPS Panel Retina Display,Intel
422,HP,15.6,8,Intel HD Graphics 630,Windows,10,2.31,256,SSD,Intel,2.9,4,Core i7 7820HQ,1920x1080,Full HD,Intel
423,Asus,15.6,8,Nvidia GeForce 940MX,Linux,Unkonwn,2.3,1024,HDD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Nvidia
424,Dell,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.9,4,Core i7 7820HK,2560x1440,IPS Panel,Nvidia
425,Dell,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
426,Dell,15.6,8,AMD Radeon 530,Windows,10,2.02,2304,SSD + HDD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,AMD
427,Dell,14.0,8,Intel HD Graphics 620,Linux,Unkonwn,1.6,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
428,HP,17.3,12,Nvidia GeForce GTX 1070,Windows,10,3.35,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
429,Mediacom,11.6,4,Intel HD Graphics 500,Windows,10,1.16,32,SSD,Intel,1.1,2,Celeron Dual Core N3350,1920x1080,IPS Panel Full HD / Touchscreen,Intel
430,Samsung,11.6,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.15,16,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
431,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.4,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
432,Lenovo,14.0,4,Intel HD Graphics 620,Windows,10,1.7,128,SSD,Intel,2.7,2,Core i3 7130U,1920x1080,IPS Panel Full HD,Intel
433,Lenovo,15.6,16,Nvidia GeForce 940MX,Windows,10,2.3,512,SSD,Intel,2.8,2,Core i7 7600U,3840x2160,IPS Panel 4K Ultra HD,Nvidia
434,Lenovo,15.6,16,Nvidia Quadro M2200M,Windows,10,2.5,512,SSD,Intel,2.9,4,Core i7 7820HQ,1920x1080,Full HD,Nvidia
435,Asus,17.3,8,AMD Radeon RX 580,Windows,10,3.2,1280,SSD + HDD,AMD,3.2,6,Ryzen 1600,1920x1080,Full HD,AMD
436,HP,15.6,4,Intel HD Graphics 400,Windows,10,2.1,500,HDD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
437,Google,12.3,16,Intel HD Graphics 615,Chrome OS,Unkonwn,1.1,512,SSD,Intel,1.3,2,Core i7 7Y75,2400x1600,Touchscreen,Intel
438,Lenovo,14.0,24,Intel HD Graphics 620,Windows,10,1.32,512,SSD,Intel,2.7,2,Core i7 7500U,2560x1440,Unknown,Intel
439,Asus,15.6,4,Intel HD Graphics 620,Linux,Unkonwn,2.0,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
440,Lenovo,17.3,8,AMD Radeon R4,Windows,10,2.8,1024,HDD,AMD,2.5,2,A6 Series 9220,1600x900,Unknown,AMD
441,Dell,15.6,4,AMD Radeon 530,Windows,10,2.2,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
442,Lenovo,12.5,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
443,Lenovo,15.6,4,Intel HD Graphics 505,Windows,10,2.2,128,SSD,Intel,1.1,4,Pentium Quad Core N4200,1920x1080,Full HD,Intel
444,HP,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
445,Dell,14.0,8,Nvidia GeForce 930MX,Windows,10,1.64,256,SSD,Intel,2.8,4,Core i5 7440HQ,1920x1080,Full HD,Nvidia
446,Acer,15.6,4,Intel HD Graphics 620,Linux,Unkonwn,2.4,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
447,Dell,15.6,8,Nvidia Quadro M620,Windows,10,2.23,1088,Flash Storage + HDD,Intel,3.0,4,Xeon E3 1505M V6,1920x1080,Full HD,Nvidia
448,MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
449,Microsoft,13.5,16,Intel Iris Plus Graphics 640,Windows,10 S,1.25,512,SSD,Intel,2.5,2,Core i7 7660U,2256x1504,Touchscreen,Intel
450,HP,15.6,8,Intel HD Graphics 620,Windows,10,1.91,128,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
451,Dell,15.6,16,Nvidia Quadro M620,Windows,10,2.17,256,SSD,Intel,2.7,4,Core i7 6820HQ,1920x1080,IPS Panel Full HD,Nvidia
452,HP,15.6,8,Intel HD Graphics 620,Windows,10,2.31,512,SSD,Intel,2.9,4,Core i7 7820HQ,1920x1080,IPS Panel Full HD,Intel
453,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.65,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
454,Dell,15.6,8,AMD Radeon 530,Windows,10,2.36,1152,SSD + HDD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,AMD
455,Dell,11.6,4,Intel HD Graphics 405,Windows,10,1.47,500,HDD,Intel,1.6,4,Pentium Quad Core N3710,1366x768,Touchscreen,Intel
456,Dell,17.3,8,Nvidia GeForce GTX 1060,Windows,10,4.42,1024,HDD,Intel,2.7,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
457,Microsoft,13.5,4,Intel HD Graphics 615,Windows,10 S,1.252,128,SSD,Intel,2.2,2,Core M m3 7Y30,2256x1504,Touchscreen,Intel
458,Microsoft,13.5,8,Intel Iris Plus Graphics 640,Windows,10 S,1.25,256,SSD,Intel,2.5,2,Core i7 7660U,2256x1504,Touchscreen,Intel
459,HP,17.3,8,Intel HD Graphics 520,Windows,10,2.5,256,SSD,Intel,2.0,2,Core i3 6006U,1600x900,Unknown,Intel
460,Acer,15.6,4,Nvidia GeForce 940MX,Windows,10,2.23,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Nvidia
461,Acer,11.6,4,Intel HD Graphics 400,Windows,10,1.4,128,SSD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
462,Asus,15.6,8,Intel HD Graphics 620,Windows,10,2.37,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
463,Lenovo,14.0,8,AMD Radeon R7 M460,No OS,No OS,1.5,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,AMD
464,Lenovo,15.6,8,Nvidia Quadro M2200M,Windows,10,2.67,256,SSD,Intel,2.9,4,Core i7 7820HQ,1920x1080,Full HD,Nvidia
465,Asus,15.6,4,Intel HD Graphics 500,Windows,10,2.0,500,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
466,Acer,15.6,4,Nvidia GeForce GTX 940MX,Windows,10,2.2,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Nvidia
467,Dell,15.6,8,AMD Radeon 530,Windows,10,2.02,2048,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
468,HP,17.3,12,Nvidia GeForce GTX 1060,Windows,10,3.78,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
469,Lenovo,14.0,12,Intel HD Graphics 520,Windows,10,1.4,256,SSD,Intel,2.6,2,Core i7 6600U,2560x1440,IPS Panel Quad HD+,Intel
470,HP,13.3,8,Intel UHD Graphics 620,Windows,10,1.29,512,SSD,Intel,1.8,4,Core i7 8550U,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Intel
471,HP,15.6,8,AMD FirePro W4190M ,Windows,10,1.9,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
472,Google,12.3,8,Intel HD Graphics 615,Chrome OS,Unkonwn,1.1,128,SSD,Intel,1.2,2,Core i5 7Y57,2400x1600,Touchscreen,Intel
473,Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.42,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD / Touchscreen,Intel
474,Asus,15.6,12,Intel HD Graphics 530,Windows,10,2.06,1152,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,3840x2160,IPS Panel 4K Ultra HD,Intel
475,Dell,14.0,8,Intel HD Graphics 520,Windows,10,1.79,128,SSD,Intel,2.3,2,Core i3 6100U,1366x768,Unknown,Intel
476,Dell,15.6,8,Nvidia Quadro M1200,Windows,10,1.78,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
477,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.7,1,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
478,Dell,15.6,8,AMD Radeon 520,Windows,10,2.2,1024,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
479,Toshiba,13.3,8,Intel HD Graphics 620,Windows,10,1.05,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
480,Dell,15.6,8,Nvidia GeForce 940MX,Windows,10,2.16,512,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,IPS Panel Full HD,Nvidia
481,Dell,15.6,4,Intel HD Graphics 620,Windows,10,2.18,1024,HDD,Intel,2.4,2,Core i3 7100U,1366x768,Unknown,Intel
482,HP,13.3,4,Intel UHD Graphics 620,Windows,10,1.49,128,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,IPS Panel Full HD,Intel
483,Chuwi,15.6,4,Intel HD Graphics,Windows,10,1.89,64,Flash Storage,Intel,1.44,4,Atom x5 Z8350,1920x1080,Full HD,Intel
484,Lenovo,15.6,4,Intel HD Graphics 520,Windows,10,2.3,128,SSD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
485,Lenovo,14.0,8,Intel UHD Graphics 620,Windows,10,1.75,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,IPS Panel Full HD,Intel
486,Dell,15.6,16,Nvidia Quadro M620,Windows,10,2.17,512,SSD,Intel,2.7,4,Core i7 6820HQ,1920x1080,IPS Panel Full HD,Nvidia
487,Dell,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.06,512,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
488,Lenovo,12.5,16,Intel HD Graphics 620,Windows,10,1.36,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
489,Asus,12.5,16,Intel HD Graphics 620,Windows,10,0.91,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
490,Lenovo,15.6,8,Nvidia GeForce 940MX,Windows,10,2.3,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Nvidia
491,Toshiba,13.3,32,Intel HD Graphics 620,Windows,10,1.05,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
492,Asus,15.6,8,Nvidia GeForce GTX 1050,Windows,10,1.99,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
493,Acer,15.6,8,AMD Radeon RX 540,Windows,10,2.2,1024,HDD,AMD,2.5,4,A10 Series 9620P,1366x768,Unknown,AMD
494,Asus,17.3,24,Nvidia GeForce GTX 965M,Windows,10,4.33,1280,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,IPS Panel Full HD / Touchscreen,Nvidia
495,Lenovo,12.5,8,Intel HD Graphics 520,Windows,10,1.3,1,SSD,Intel,2.3,2,Core i5 6200U,1366x768,IPS Panel,Intel
496,Lenovo,15.6,8,Intel UHD Graphics 620,Windows,10,2.17,256,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,Intel
497,HP,14.0,8,Intel HD Graphics 620,Windows,10,1.48,1024,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
498,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.4,256,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Intel
499,Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,2.3,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
500,Asus,11.6,4,Intel HD Graphics 500,Windows,10 S,1.2,64,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
501,HP,15.6,8,AMD Radeon 520,Windows,10,1.91,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,AMD
502,Lenovo,13.9,8,Intel UHD Graphics 620,Windows,10,1.4,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
503,Lenovo,14.0,4,Intel HD Graphics 500,Windows,10,2.1,500,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
504,Lenovo,11.6,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.25,16,SSD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
505,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.44,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
506,Asus,15.6,8,Intel HD Graphics 620,Windows,10,2.0,1280,SSD + HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
507,Acer,15.6,4,Nvidia GeForce MX150,Windows,10,2.2,1024,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,IPS Panel Full HD,Nvidia
508,HP,13.3,8,Intel HD Graphics 620,Windows,10,1.34,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
509,Lenovo,15.6,8,Nvidia GeForce GTX 1060,No OS,No OS,2.4,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
510,Dell,13.3,8,Intel HD Graphics 620,Windows,10,1.29,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
511,Acer,15.6,4,Nvidia GeForce 940MX,Windows,10,2.2,500,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
